,0 à 19 ans,20 à 39 ans,40 à 59 ans,60 à 74 ans,75 ans et plus,Total,region,year,gender
328,29577,35718,37625,22440,15285,140645,Corse,2002,female
329,678929,750884,725061,381557,241356,2777787,Grand Est,2002,female
330,809666,819633,764123,384530,248524,3026476,Hauts-de-France,2002,female
331,1438402,1776728,1522238,624369,414710,5776447,Île-de-France,2002,female
332,419617,428071,430303,230925,155927,1664843,Normandie,2002,female
333,594368,684661,740600,437756,328301,2785686,Nouvelle-Aquitaine,2002,female
334,571018,661540,682414,397278,286258,2598508,Occitanie,2002,female
335,421594,441829,433585,237636,164557,1699201,Pays de la Loire,2002,female
336,541799,607907,639333,364123,261831,2414993,Provence-Alpes-Côte d'Azur,2002,female
337,7372699,8238386,8023115,4210517,2902178,30746895,France métropolitaine,2002,female
338,61608,60446,51107,21180,11856,206197,Guadeloupe ,2002,female
339,58079,59058,52198,23648,13170,206153,Martinique ,2002,female
340,39173,27572,16338,3496,1687,88266,Guyane,2002,female
341,133424,120372,82078,29128,13224,378226,La Réunion,2002,female
342,292284,267448,201721,77452,39937,878842,DOM,2002,female
343,7664983,8505834,8224836,4287969,2942115,31625737,France métropolitaine et DOM,2002,female
344,882260,977120,973884,499361,349055,3681680,Auvergne-Rhône-Alpes,2003,female
345,327500,349758,376251,207105,152184,1412798,Bourgogne-Franche-Comté,2003,female
346,361208,384070,399529,235646,168225,1548678,Bretagne,2003,female
347,298561,317950,338214,182999,136830,1274554,Centre-Val-de-Loire,2003,female
348,29663,36105,38895,22952,15665,143280,Corse,2003,female
349,674017,746288,738492,378573,248303,2785673,Grand Est,2003,female
350,803321,816777,779775,377293,255692,3032858,Hauts-de-France,2003,female
351,1447355,1779823,1546733,624513,423126,5821550,Île-de-France,2003,female
352,416689,425482,439314,228964,160595,1671044,Normandie,2003,female
353,596870,683554,757619,435140,336847,2810030,Nouvelle-Aquitaine,2003,female
354,578747,663856,700608,398077,293938,2635226,Occitanie,2003,female
355,423048,442726,444204,236899,169540,1716417,Pays de la Loire,2003,female
356,545277,608266,651323,367119,268257,2440242,Provence-Alpes-Côte d'Azur,2003,female
357,7384516,8231775,8184841,4194641,2978257,30974030,France métropolitaine,2003,female
358,61065,59440,53203,21639,12383,207730,Guadeloupe ,2003,female
359,57928,57933,54406,24051,13623,207941,Martinique ,2003,female
360,40920,28828,17333,3654,1784,92519,Guyane,2003,female
361,134196,120167,86162,30167,13774,384466,La Réunion,2003,female
362,294109,266368,211104,79511,41564,892656,DOM,2003,female
363,7678625,8498143,8395945,4274152,3019821,31866686,France métropolitaine et DOM,2003,female
364,887448,973387,991961,500878,358276,3711950,Auvergne-Rhône-Alpes,2004,female
365,326810,345819,382697,205867,155350,1416543,Bourgogne-Franche-Comté,2004,female
366,364154,382215,408932,234610,172941,1562852,Bretagne,2004,female
367,299099,315035,344187,182177,139614,1280112,Centre-Val-de-Loire,2004,female
368,29775,36303,40270,23302,16268,145918,Corse,2004,female
369,671954,737633,753405,375094,254722,2792808,Grand Est,2004,female
370,799189,809885,794418,372135,262400,3038027,Hauts-de-France,2004,female
371,1458148,1779446,1570483,626828,429567,5864472,Île-de-France,2004,female
372,415444,420991,447320,228081,164893,1676729,Normandie,2004,female
373,601045,680027,773139,434568,345497,2834276,Nouvelle-Aquitaine,2004,female
374,588044,663670,717754,400882,301426,2671776,Occitanie,2004,female
375,426571,441316,454102,236967,173989,1732945,Pays de la Loire,2004,female
376,549082,606386,663500,371153,274220,2464341,Provence-Alpes-Côte d'Azur,2004,female
377,7416763,8192113,8342168,4192542,3049163,31192749,France métropolitaine,2004,female
378,60826,58339,55345,21968,12911,209389,Guadeloupe ,2004,female
379,57634,56757,56740,24342,14076,209549,Martinique ,2004,female
380,42834,29864,18425,3872,1872,96867,Guyane,2004,female
381,134832,119883,90337,31159,14364,390575,La Réunion,2004,female
382,296126,264843,220847,81341,43223,906380,DOM,2004,female
383,7712889,8456956,8563015,4273883,3092386,32099129,France métropolitaine et DOM,2004,female
384,892981,969773,1009214,504461,369875,3746304,Auvergne-Rhône-Alpes,2005,female
385,326242,342239,388544,205328,160056,1422409,Bourgogne-Franche-Comté,2005,female
386,366989,380587,418443,233836,178240,1578095,Bretagne,2005,female
387,299643,312344,349879,182141,143710,1287717,Centre-Val-de-Loire,2005,female
388,29901,36375,41646,23816,16907,148645,Corse,2005,female
389,669428,730439,767892,372104,262784,2802647,Grand Est,2005,female
390,794312,804716,807231,369081,270433,3045773,Hauts-de-France,2005,female
391,1468211,1780808,1593052,631599,441266,5914936,Île-de-France,2005,female
392,413675,416902,454944,227867,170040,1683428,Normandie,2005,female
393,605431,676238,789231,434689,355927,2861516,Nouvelle-Aquitaine,2005,female
394,596427,664048,735750,404072,310639,2710936,Occitanie,2005,female
395,430069,440011,464635,237125,179861,1751701,Pays de la Loire,2005,female
396,553025,604480,675491,375599,283201,2491796,Provence-Alpes-Côte d'Azur,2005,female
397,7446334,8158960,8495952,4201718,3142939,31445903,France métropolitaine,2005,female
398,60667,56963,57339,22746,13305,211020,Guadeloupe ,2005,female
399,57179,55649,58835,24911,14567,211141,Martinique ,2005,female
400,43962,30742,19265,4034,1980,99983,Guyane,2005,female
401,135050,120048,94670,32185,14945,396898,La Réunion,2005,female
402,296858,263402,230109,83876,44797,919042,DOM,2005,female
403,7743192,8422362,8726061,4285594,3187736,32364945,France métropolitaine et DOM,2005,female
404,896237,968716,1024398,505357,384896,3779604,Auvergne-Rhône-Alpes,2006,female
405,324401,338631,392841,204395,165234,1425502,Bourgogne-Franche-Comté,2006,female
406,369351,380514,426865,231558,184952,1593240,Bretagne,2006,female
407,300683,310078,355288,181795,147539,1295383,Centre-Val-de-Loire,2006,female
408,30414,36031,42944,24179,17466,151034,Corse,2006,female
409,664690,724170,781627,367424,274201,2812112,Grand Est,2006,female
410,789199,798931,820031,367226,276537,3051924,Hauts-de-France,2006,female
411,1475559,1787532,1613109,635145,450812,5962157,Île-de-France,2006,female
412,410979,414411,460989,226614,175518,1688511,Normandie,2006,female
413,609445,673901,806249,433409,365222,2888226,Nouvelle-Aquitaine,2006,female
414,603803,666154,752267,404428,321580,2748232,Occitanie,2006,female
415,433440,440171,474122,235820,186275,1769828,Pays de la Loire,2006,female
416,557400,604029,687405,379511,291224,2519569,Provence-Alpes-Côte d'Azur,2006,female
417,7465601,8143269,8638135,4196861,3241456,31685322,France métropolitaine,2006,female
418,60449,55512,58664,23933,13406,211964,Guadeloupe ,2006,female
419,56521,54111,60352,25943,15186,212113,Martinique ,2006,female
420,45784,31987,20052,4352,1747,103922,Guyane,2006,female
421,135682,119133,98891,33970,15076,402752,La Réunion,2006,female
422,298436,260743,237959,88198,45415,930751,DOM,2006,female
423,7764037,8404012,8876094,4285059,3286871,32616073,France métropolitaine et DOM,2006,female
424,900885,964467,1028415,515150,395529,3804446,Auvergne-Rhône-Alpes,2007,female
425,323728,336569,393895,208561,168882,1431635,Bourgogne-Franche-Comté,2007,female
426,371180,378371,429892,236137,190037,1605617,Bretagne,2007,female
427,299260,308974,355158,185215,150301,1298908,Centre-Val-de-Loire,2007,female
428,30450,36710,43489,24844,18081,153574,Corse,2007,female
429,661364,719202,785778,371649,281913,2819906,Grand Est,2007,female
430,782050,796374,818398,373153,284221,3054196,Hauts-de-France,2007,female
431,1480965,1784919,1618036,650487,462048,5996455,Île-de-France,2007,female
432,408403,411234,460934,231018,181099,1692688,Normandie,2007,female
433,613588,673731,811557,442664,372955,2914495,Nouvelle-Aquitaine,2007,female
434,607939,666489,760406,412693,330113,2777640,Occitanie,2007,female
435,436676,439895,477465,240873,190538,1785447,Pays de la Loire,2007,female
436,559744,603175,694071,387898,297765,2542653,Provence-Alpes-Côte d'Azur,2007,female
437,7476232,8120110,8677494,4280342,3323482,31877660,France métropolitaine,2007,female
438,59859,53921,59947,24720,13812,212259,Guadeloupe ,2007,female
439,56422,52938,61543,26379,15478,212760,Martinique ,2007,female
440,47099,33399,20586,4500,1901,107485,Guyane,2007,female
441,136316,119899,102585,34505,15467,408772,La Réunion,2007,female
442,299696,260157,244661,90104,46658,941276,DOM,2007,female
443,7775928,8380267,8922155,4370446,3370140,32818936,France métropolitaine et DOM,2007,female
444,905583,963090,1029255,528082,404709,3830719,Auvergne-Rhône-Alpes,2008,female
445,323604,334318,393132,213161,172791,1437006,Bourgogne-Franche-Comté,2008,female
446,373689,377678,432621,242123,194122,1620233,Bretagne,2008,female
447,297674,306019,354456,189058,153741,1300948,Centre-Val-de-Loire,2008,female
448,30402,36831,44047,25521,18333,155134,Corse,2008,female
449,657888,715084,788155,378165,288939,2828231,Grand Est,2008,female
450,778989,795292,816241,380694,287437,3058653,Hauts-de-France,2008,female
451,1485107,1784818,1614028,670298,473624,6027875,Île-de-France,2008,female
452,408432,408892,461496,236609,185916,1701345,Normandie,2008,female
453,617508,671728,812334,453999,382606,2938175,Nouvelle-Aquitaine,2008,female
454,611389,665682,762119,423115,338454,2800759,Occitanie,2008,female
455,439130,438610,478685,246998,196440,1799863,Pays de la Loire,2008,female
456,557977,598789,694061,396923,303428,2551178,Provence-Alpes-Côte d'Azur,2008,female
457,7487372,8096831,8680630,4384746,3400540,32050119,France métropolitaine,2008,female
458,59449,53407,60781,25483,14275,213395,Guadeloupe ,2008,female
459,55659,51994,62619,27130,15854,213256,Martinique ,2008,female
460,48189,34272,21420,4747,1965,110593,Guyane,2008,female
461,136832,120660,106408,36419,15890,416209,La Réunion,2008,female
462,300129,260333,251228,93779,47984,953453,DOM,2008,female
463,7787501,8357164,8931858,4478525,3448524,33003572,France métropolitaine et DOM,2008,female
464,911885,962191,1032013,541852,411947,3859888,Auvergne-Rhône-Alpes,2009,female
465,323149,331081,391998,218383,176200,1440811,Bourgogne-Franche-Comté,2009,female
466,376498,377302,432451,249084,198371,1633706,Bretagne,2009,female
467,297520,303324,353210,194643,156087,1304784,Centre-Val-de-Loire,2009,female
468,30117,37270,44249,25960,18564,156160,Corse,2009,female
469,653588,710475,788347,387327,293663,2833400,Grand Est,2009,female
470,776196,791410,813629,391240,291861,3064336,Hauts-de-France,2009,female
471,1494658,1787978,1614047,689363,480423,6066469,Île-de-France,2009,female
472,407359,406116,459883,243263,190016,1706637,Normandie,2009,female
473,620106,669493,811376,467512,388392,2956879,Nouvelle-Aquitaine,2009,female
474,616544,664986,765289,435735,344744,2827298,Occitanie,2009,female
475,440977,438856,478389,255510,200677,1814409,Pays de la Loire,2009,female
476,556145,592125,691744,404462,309022,2553498,Provence-Alpes-Côte d'Azur,2009,female
477,7504742,8072607,8676625,4504334,3459967,32218275,France métropolitaine,2009,female
478,58421,52003,61951,26680,14632,213687,Guadeloupe ,2009,female
479,53918,50847,63649,27947,16388,212749,Martinique ,2009,female
480,49029,34727,22324,5145,2043,113268,Guyane,2009,female
481,137005,120139,109600,37452,16480,420676,La Réunion,2009,female
482,298373,257716,257524,97224,49543,960380,DOM,2009,female
483,7803115,8330323,8934149,4601558,3509510,33178655,France métropolitaine et DOM,2009,female
484,919149,960640,1034628,556243,418455,3889115,Auvergne-Rhône-Alpes,2010,female
485,322735,328349,389361,223544,178234,1442223,Bourgogne-Franche-Comté,2010,female
486,378889,374321,433509,255870,203229,1645818,Bretagne,2010,female
487,299316,299328,353134,199287,158327,1309392,Centre-Val-de-Loire,2010,female
488,31142,37121,44490,26458,18849,158060,Corse,2010,female
489,650013,702750,785227,397258,298308,2833556,Grand Est,2010,female
490,775571,785452,809454,401685,296453,3068615,Hauts-de-France,2010,female
491,1500287,1790007,1609778,707436,487492,6095000,Île-de-France,2010,female
492,404771,402905,458648,249661,193431,1709416,Normandie,2010,female
493,624003,666772,811976,478815,394294,2975860,Nouvelle-Aquitaine,2010,female
494,618852,666056,767502,447422,350249,2850081,Occitanie,2010,female
495,444417,438005,480028,263694,205487,1831631,Pays de la Loire,2010,female
496,554838,588701,689301,412792,312886,2558518,Provence-Alpes-Côte d'Azur,2010,female
497,7523983,8040407,8667036,4620165,3515694,32367285,France métropolitaine,2010,female
498,57945,51431,63186,27685,15196,215443,Guadeloupe ,2010,female
499,52170,49804,64519,28697,16873,212063,Martinique ,2010,female
500,49675,34993,23127,5557,2081,115433,Guyane,2010,female
501,135876,119207,112904,38009,17187,423183,La Réunion,2010,female
502,295666,255435,263736,99948,51337,966122,DOM,2010,female
503,7819649,8295842,8930772,4720113,3567031,33333407,France métropolitaine et DOM,2010,female
504,921718,962675,1036170,571842,425686,3918091,Auvergne-Rhône-Alpes,2011,female
505,321324,325188,386527,229654,180645,1443338,Bourgogne-Franche-Comté,2011,female
506,380429,371483,434229,262406,205879,1654426,Bretagne,2011,female
507,299922,296989,352326,204848,160692,1314777,Centre-Val-de-Loire,2011,female
508,31433,37582,44888,27388,19120,160411,Corse,2011,female
509,647104,696099,782000,408190,302607,2836000,Grand Est,2011,female
510,772436,780253,806625,413182,299439,3071935,Hauts-de-France,2011,female
511,1507296,1785488,1611430,729525,493621,6127360,Île-de-France,2011,female
512,402276,398510,457003,256619,196749,1711157,Normandie,2011,female
513,625795,661100,810566,492901,398846,2989208,Nouvelle-Aquitaine,2011,female
514,626114,663269,771791,460760,355764,2877698,Occitanie,2011,female
515,448567,436292,481161,271386,209553,1846959,Pays de la Loire,2011,female
516,554328,585124,688436,421501,315967,2565356,Provence-Alpes-Côte d'Azur,2011,female
517,7538742,8000052,8663152,4750202,3564568,32516716,France métropolitaine,2011,female
518,57146,50399,64232,28997,16079,216853,Guadeloupe ,2011,female
519,50533,48044,65456,29590,17992,211615,Martinique ,2011,female
520,50849,36287,24259,6170,2252,119817,Guyane,2011,female
521,134375,119189,115333,40123,18422,427442,La Réunion,2011,female
522,292903,253919,269280,104880,54745,975727,DOM,2011,female
523,7831645,8253971,8932432,4855082,3619313,33492443,France métropolitaine et DOM,2011,female
524,926799,961474,1044379,585944,431125,3949721,Auvergne-Rhône-Alpes,2012,female
525,320071,320668,386126,235011,181912,1443788,Bourgogne-Franche-Comté,2012,female
526,381402,368352,436170,268262,209814,1664000,Bretagne,2012,female
527,299255,294101,352062,210420,162914,1318752,Centre-Val-de-Loire,2012,female
528,31402,38014,44900,27669,19504,161489,Corse,2012,female
529,644989,687181,783149,419165,307885,2842369,Grand Est,2012,female
530,769766,771943,806852,424543,304747,3077851,Hauts-de-France,2012,female
531,1512782,1781245,1617210,746305,494298,6151840,Île-de-France,2012,female
532,400762,394676,457355,263613,198841,1715247,Normandie,2012,female
533,627716,657768,813855,506255,402679,3008273,Nouvelle-Aquitaine,2012,female
534,629012,664525,777807,473555,360781,2905680,Occitanie,2012,female
535,452387,433662,485225,279401,212162,1862837,Pays de la Loire,2012,female
536,552970,583645,690784,429693,317862,2574954,Provence-Alpes-Côte d'Azur,2012,female
537,7549313,7957254,8695874,4869836,3604524,32676801,France métropolitaine,2012,female
538,56208,48623,65235,29569,16641,216276,Guadeloupe ,2012,female
539,49364,45723,65519,30451,18483,209540,Martinique ,2012,female
540,50516,36338,24498,6483,2275,120110,Guyane,2012,female
541,132926,117936,118198,41800,19580,430440,La Réunion,2012,female
542,289014,248620,273450,108303,56979,976366,DOM,2012,female
543,7838327,8205874,8969324,4978139,3661503,33653167,France métropolitaine et DOM,2012,female
544,933024,959203,1050577,602367,435091,3980262,Auvergne-Rhône-Alpes,2013,female
545,319862,316033,385231,241180,182860,1445166,Bourgogne-Franche-Comté,2013,female
546,383135,366524,438059,274396,212521,1674635,Bretagne,2013,female
547,299879,290004,352060,216419,164010,1322372,Centre-Val-de-Loire,2013,female
548,31583,38321,45801,28428,19810,163943,Corse,2013,female
549,641881,678840,781552,430175,311196,2843644,Grand Est,2013,female
550,772037,763647,806453,436448,306407,3084992,Hauts-de-France,2013,female
551,1517387,1774810,1623225,767363,497685,6180470,Île-de-France,2013,female
552,400612,387998,456856,271453,200408,1717327,Normandie,2013,female
553,630307,652097,816238,521254,404752,3024648,Nouvelle-Aquitaine,2013,female
554,633927,664594,783139,488658,365292,2935610,Occitanie,2013,female
555,456082,429773,487008,288222,215391,1876476,Pays de la Loire,2013,female
556,553472,579680,692049,438126,318984,2582311,Provence-Alpes-Côte d'Azur,2013,female
557,7573188,7901524,8718248,5004489,3634407,32831856,France métropolitaine,2013,female
558,55312,47137,65772,30835,16986,216042,Guadeloupe ,2013,female
559,47937,43578,65897,31204,18980,207596,Martinique ,2013,female
560,51347,36334,25554,6804,2426,122465,Guyane,2013,female
561,131337,116637,119634,43398,20366,431372,La Réunion,2013,female
562,285933,243686,276857,112241,58758,977475,DOM,2013,female
563,7859121,8145210,8995105,5116730,3693165,33809331,France métropolitaine et DOM,2013,female
564,941415,955019,1056866,619102,441219,4013621,Auvergne-Rhône-Alpes,2014,female
565,319224,310948,384242,246511,184451,1445376,Bourgogne-Franche-Comté,2014,female
566,384483,361650,440909,281401,215290,1683733,Bretagne,2014,female
567,301250,287029,351862,220793,165253,1326187,Centre-Val-de-Loire,2014,female
568,31869,38953,46002,29339,20087,166250,Corse,2014,female
569,640862,670138,778916,439968,315103,2844987,Grand Est,2014,female
570,774400,755837,806633,447747,307435,3092052,Hauts-de-France,2014,female
571,1525668,1768699,1636168,786290,500552,6217377,Île-de-France,2014,female
572,401789,382207,456543,278196,202187,1720922,Normandie,2014,female
573,635414,645471,818963,535450,407516,3042814,Nouvelle-Aquitaine,2014,female
574,640571,664038,787050,501008,367621,2960288,Occitanie,2014,female
575,460218,427767,489855,295946,218460,1892246,Pays de la Loire,2014,female
576,554196,573863,695936,449397,323789,2597181,Provence-Alpes-Côte d'Azur,2014,female
577,7611359,7841619,8749945,5131148,3668963,33003034,France métropolitaine,2014,female
578,54486,45876,65976,32031,17145,215514,Guadeloupe ,2014,female
579,46508,41997,65998,32286,19620,206409,Martinique ,2014,female
580,53526,37294,26712,7188,2429,127149,Guyane,2014,female
581,131704,115562,121302,45476,21416,435460,La Réunion,2014,female
582,61217,34417,15032,3401,1113,115180,Mayotte,2014,female
583,347441,275146,295020,120382,61723,1099712,DOM,2014,female
584,7958800,8116765,9044965,5251530,3730686,34102746,France métropolitaine et DOM,2014,female
585,950208,954172,1059846,635091,445400,4044717,Auvergne-Rhône-Alpes,2015,female
586,319241,306894,381864,252402,186093,1446494,Bourgogne-Franche-Comté,2015,female
587,386004,358616,441672,288513,217838,1692643,Bretagne,2015,female
588,302285,282451,350588,225375,166806,1327505,Centre-Val-de-Loire,2015,female
589,32778,38095,46134,30288,20562,167857,Corse,2015,female
590,639345,665117,773551,451757,318405,2848175,Grand Est,2015,female
591,776307,746405,802892,460835,309331,3095770,Hauts-de-France,2015,female
592,1535267,1766242,1639456,803307,502909,6247181,Île-de-France,2015,female
593,400427,378484,453591,285726,204945,1723173,Normandie,2015,female
594,640167,643399,817706,549952,409771,3060995,Nouvelle-Aquitaine,2015,female
595,643641,665758,786220,515394,371257,2982270,Occitanie,2015,female
596,463313,426848,491431,303957,221480,1907029,Pays de la Loire,2015,female
597,556039,573665,694363,459444,326115,2609626,Provence-Alpes-Côte d'Azur,2015,female
598,7645022,7806146,8739314,5262041,3700912,33153435,France métropolitaine,2015,female
599,53261,44574,66390,32797,17758,214780,Guadeloupe ,2015,female
600,45236,40962,65352,33272,19978,204800,Martinique ,2015,female
601,54549,38469,27574,7853,2538,130983,Guyane,2015,female
602,132114,114770,122740,48339,22002,439965,La Réunion,2015,female
603,63087,35817,17735,3772,1112,121523,Mayotte,2015,female
604,348247,274592,299791,126033,63388,1112051,DOM,2015,female
605,7993269,8080738,9039105,5388074,3764300,34265486,France métropolitaine et DOM,2015,female
606,950888,957288,1057136,653045,447292,4065649,Auvergne-Rhône-Alpes,2016,female
607,317349,305265,378236,258544,186152,1445546,Bourgogne-Franche-Comté,2016,female
608,386235,357394,441891,297042,217973,1700535,Bretagne,2016,female
609,300792,280084,348015,231736,167051,1327678,Centre-Val-de-Loire,2016,female
610,32663,38482,46773,30907,20831,169656,Corse,2016,female
611,636442,659913,766564,465750,317993,2846662,Grand Est,2016,female
612,772154,742218,796976,474644,308446,3094438,Hauts-de-France,2016,female
613,1537835,1765582,1637860,822730,504040,6268047,Île-de-France,2016,female
614,397836,376336,448629,294401,205419,1722621,Normandie,2016,female
615,640280,643378,814985,567250,409524,3075417,Nouvelle-Aquitaine,2016,female
616,649620,663468,786295,530365,370938,3000686,Occitanie,2016,female
617,462034,426612,491823,314343,222387,1917199,Pays de la Loire,2016,female
618,556730,573220,690719,468442,329345,2618456,Provence-Alpes-Côte d'Azur,2016,female
619,7640858,7789240,8705902,5409199,3707391,33252590,France métropolitaine,2016,female
620,51759,43127,65925,33927,18048,212786,Guadeloupe ,2016,female
621,43958,39755,64820,33890,20572,202995,Martinique ,2016,female
622,56015,39617,28912,8431,2718,135693,Guyane,2016,female
623,132016,112644,124023,50715,22968,442366,La Réunion,2016,female
624,65478,37173,18406,3916,1155,126128,Mayotte,2016,female
625,349226,272316,302086,130879,65461,1119968,DOM,2016,female
626,7990084,8061556,9007988,5540078,3772852,34372558,France métropolitaine et DOM,2016,female
627,950927,958995,1052486,668333,452853,4083594,Auvergne-Rhône-Alpes,2017,female
628,314295,302358,374312,265801,185932,1442698,Bourgogne-Franche-Comté,2017,female
629,384517,356533,440045,307862,217521,1706478,Bretagne,2017,female
630,299815,278675,344118,237557,167170,1327335,Centre-Val-de-Loire,2017,female
631,32502,39120,46997,31940,21443,172002,Corse,2017,female
632,631775,656643,755859,479764,319827,2843868,Grand Est,2017,female
633,767613,739087,788436,492855,305247,3093238,Hauts-de-France,2017,female
634,1544636,1769873,1636029,841785,507992,6300315,Île-de-France,2017,female
635,393714,374704,441924,303913,206182,1720437,Normandie,2017,female
636,638037,644180,809772,584085,412076,3088150,Nouvelle-Aquitaine,2017,female
637,649954,666788,784906,545312,374406,3021366,Occitanie,2017,female
638,460299,428330,490104,325149,224041,1927923,Pays de la Loire,2017,female
639,555236,572572,686801,476975,333316,2624900,Provence-Alpes-Côte d'Azur,2017,female
640,7623320,7787858,8651789,5561331,3728006,33352304,France métropolitaine,2017,female
641,50017,42076,65275,35105,18775,211248,Guadeloupe ,2017,female
642,42863,38497,63799,35105,21096,201360,Martinique ,2017,female
643,56162,39513,29082,9076,2851,136684,Guyane,2017,female
644,129976,112372,124779,53528,24047,444702,La Réunion,2017,female
645,67967,38586,19107,4066,1198,130924,Mayotte,2017,female
646,346985,271044,302042,136880,67967,1124918,DOM,2017,female
647,7970305,8058902,8953831,5698211,3795973,34477222,France métropolitaine et DOM,2017,female
