Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Divers gauche,Génération écologie,Verts,UDF/RPR,Divers droite,Front national,Extrême droite,Régionalistes,Catégoriel
38,ISERE,317,Le Pont-de-Claix,5525,3582,3468,75,482,483,0,250,179,475,607,803,0,0,114
38,ISERE,229,Meylan,11353,7921,7772,59,213,1412,0,864,734,2408,955,832,0,0,295
38,ISERE,382,Saint-Egrève,9944,6927,6727,110,454,1208,0,654,686,1604,757,951,0,0,303
38,ISERE,421,Saint-Martin-d'Hères,15386,9427,9074,200,1759,1535,0,959,713,1348,730,1467,0,0,363
38,ISERE,474,Sassenage,5686,4010,3875,72,242,732,0,380,275,1089,338,562,0,0,185
38,ISERE,485,Seyssinet-Pariset,6995,4596,4436,70,280,866,0,473,309,1020,538,685,0,0,195
38,ISERE,544,Vienne,17153,11557,11077,118,489,2920,0,749,509,2935,855,2090,0,0,412
38,ISERE,553,Villefontaine,6729,4312,4170,73,274,829,0,454,324,780,464,823,0,0,149
38,ISERE,563,Voiron,11060,7264,6902,72,681,1102,0,521,577,2011,555,1086,0,0,297
39,JURA,97,Champagnole,5832,4214,3947,0,204,465,248,785,316,1262,211,456,0,0,0
39,JURA,198,Dole,15238,10132,9614,0,778,1310,704,865,1116,3010,541,1290,0,0,0
39,JURA,300,Lons-le-Saunier,12439,7934,7556,0,514,583,1067,687,590,2657,441,1017,0,0,0
39,JURA,478,Saint-Claude,6447,4039,3839,0,369,602,196,336,255,1274,168,639,0,0,0
40,LANDES,46,Biscarrosse,6860,4376,4186,0,93,880,105,294,281,1262,54,594,0,0,623
40,LANDES,88,Dax,13195,8614,8234,0,386,2023,159,458,454,3154,95,1003,0,0,502
40,LANDES,192,Mont-de-Marsan,19222,12830,12266,0,656,4012,278,680,491,3536,327,1249,0,0,1037
40,LANDES,279,Saint-Paul lès Dax,7371,5157,4738,0,365,1758,110,249,328,1059,50,386,0,0,433
40,LANDES,312,Tarnos,6850,4950,4772,0,1377,875,69,334,217,930,50,389,0,0,531
41,LOIR ET CHER,18,Blois,27236,19040,18136,0,941,7135,725,979,752,5303,0,2032,0,0,269
41,LOIR ET CHER,194,Romorantin-Lanthenay,11655,8243,7703,0,437,2856,140,457,362,2408,0,936,0,0,107
41,LOIR ET CHER,269,Vendôme,11441,7791,7273,0,470,2595,120,424,465,2250,0,772,0,0,177
42,LOIRE,5,Andrézieux-Bouthéon,4373,2775,2637,40,183,272,105,230,151,1091,0,565,0,0,0
42,LOIRE,95,Firminy,14332,8558,8174,182,1475,904,324,795,541,2010,0,1943,0,0,0
42,LOIRE,183,La Ricamarie,6144,3947,3811,63,1095,247,110,234,187,617,0,1258,0,0,0
42,LOIRE,44,Le Chambon-Feugerolles,9327,5986,5776,143,565,617,135,384,297,1549,0,2086,0,0,0
42,LOIRE,147,Montbrison,8742,6154,5741,124,216,795,200,538,410,2641,0,817,0,0,0
42,LOIRE,184,Riorges,7344,5135,4884,67,302,411,1183,417,297,1537,0,670,0,0,0
42,LOIRE,186,Rive-de-Gier,7859,5347,5144,112,1402,506,192,376,377,1272,0,907,0,0,0
42,LOIRE,187,Roanne,24342,15743,14953,284,1444,3180,669,1221,932,4863,0,2360,0,0,0
42,LOIRE,189,Roche-la-Molière,6099,3998,3844,62,250,811,170,298,229,1133,0,891,0,0,0
42,LOIRE,207,Saint-Chamond,23256,15679,14946,317,904,2457,806,1120,1025,5164,0,3153,0,0,0
42,LOIRE,218,Saint-Etienne,116559,67868,65681,986,6555,6695,5059,5557,4180,22096,0,14553,0,0,0
42,LOIRE,279,Saint-Just-Saint-Rambert,7815,5219,4968,62,284,594,161,558,369,1693,0,1247,0,0,0
43,HAUTE LOIRE,157,Le Puy-en-Velay,12089,7844,7491,430,276,342,1083,0,994,3274,0,1092,0,0,0
44,LOIRE ATLANTIQUE,20,Bouguenais,9638,6196,5879,110,416,1653,135,710,468,1559,0,517,0,78,233
44,LOIRE ATLANTIQUE,26,Carquefou,8213,5804,5538,74,144,898,135,487,373,2787,0,458,0,58,124
44,LOIRE ATLANTIQUE,36,Châteaubriant,9533,6116,5775,118,237,1235,112,408,385,2517,0,492,0,82,189
44,LOIRE ATLANTIQUE,47,Couëron,11057,7408,6956,162,850,1490,171,644,757,1667,0,649,0,137,429
44,LOIRE ATLANTIQUE,69,Guérande,8026,5437,5211,81,176,644,149,524,363,2333,0,458,0,111,372
44,LOIRE ATLANTIQUE,55,La Baule-Escoublac,12096,8022,7706,92,301,989,306,556,447,3735,0,1005,0,125,150
44,LOIRE ATLANTIQUE,35,La Chapelle-sur-Erdre,10104,6829,6501,95,175,1386,226,822,527,2324,0,606,0,135,205
44,LOIRE ATLANTIQUE,109,Nantes,158144,92449,89142,1380,4290,19330,2638,7859,6043,34859,0,9794,0,1627,1322
44,LOIRE ATLANTIQUE,114,Orvault,16941,11135,10754,184,373,2264,344,1148,784,4238,0,992,0,246,181
44,LOIRE ATLANTIQUE,131,Pornic,7671,5121,4851,69,150,692,97,383,375,2065,0,563,0,76,381
44,LOIRE ATLANTIQUE,143,Rezé,23669,14744,13997,268,981,3899,327,1328,1176,4143,0,1286,0,219,370
44,LOIRE ATLANTIQUE,172,Sainte-Luce-sur-Loire,6850,4950,4715,74,196,1146,92,528,389,1793,0,306,0,70,121
44,LOIRE ATLANTIQUE,162,Saint-Herblain,27870,17841,17063,331,972,4243,504,1879,1451,5019,0,1895,0,336,433
44,LOIRE ATLANTIQUE,184,Saint-Nazaire,44909,25347,24356,466,2555,6219,461,2274,2276,7168,0,1936,0,451,550
44,LOIRE ATLANTIQUE,190,Saint-Sébastien-sur-Loire,15951,10135,9608,170,539,2431,233,933,753,3240,0,866,0,183,260
44,LOIRE ATLANTIQUE,215,Vertou,12518,9102,8724,150,358,1725,183,741,792,3618,0,669,0,120,368
45,LOIRET,4,Amilly,7740,5257,4995,98,701,598,317,487,249,1767,0,778,0,0,0
45,LOIRET,68,Châlette-sur-Loing,6952,4960,4779,117,1992,313,124,309,237,1026,0,661,0,0,0
45,LOIRET,147,Fleury-les-Aubrais,12504,8605,8181,165,2201,1079,234,815,685,2075,0,927,0,0,0
45,LOIRET,155,Gien,8608,5682,5384,139,448,809,181,532,302,1951,0,1022,0,0,0
45,LOIRET,208,Montargis,8854,5780,5529,82,1349,462,204,362,340,1948,0,782,0,0,0
45,LOIRET,232,Olivet,11616,8023,7710,86,288,1241,315,1133,495,3203,0,949,0,0,0
45,LOIRET,234,Orléans,54572,36333,34909,680,2263,6202,1168,3811,2345,13648,0,4792,0,0,0
45,LOIRET,252,Pithiviers,5075,3373,3144,85,181,498,74,247,198,1343,0,518,0,0,0
45,LOIRET,284,Saint-Jean-de-Braye,10737,6883,6554,130,518,1531,212,739,474,2110,0,840,0,0,0
45,LOIRET,285,Saint-Jean-de-la-Ruelle,9565,6203,5902,138,573,1104,181,598,426,1865,0,1017,0,0,0
45,LOIRET,302,Saran,8325,5962,5673,108,1357,688,175,649,402,1526,0,768,0,0,0
46,LOT,42,Cahors,12144,8951,8352,0,624,2425,0,617,729,3213,202,542,0,0,0
46,LOT,102,Figeac,6795,4912,4657,0,216,1881,0,210,295,1795,35,225,0,0,0
47,LOT ET GARONNE,1,Agen,18977,12832,12231,0,772,2465,0,1040,779,3993,770,1910,0,84,418
47,LOT ET GARONNE,157,Marmande,13357,8971,8410,0,689,1589,0,687,473,3051,44,1100,0,48,729
47,LOT ET GARONNE,310,Tonneins,6615,5217,4870,0,490,1400,0,292,249,1367,39,606,0,23,404
47,LOT ET GARONNE,323,Villeneuve-sur-Lot,16130,11142,10359,0,514,1660,0,727,675,3841,451,1739,0,82,670
48,LOZERE,95,Mende,6823,5075,4939,0,136,1075,0,230,154,2959,0,385,0,0,0
49,MAINE ET LOIRE,7,Angers,78443,50270,48184,2618,1966,0,17328,3815,1868,14183,1669,4737,0,0,0
49,MAINE ET LOIRE,15,Avrillé,8944,5872,5608,314,231,0,1548,646,239,1883,227,520,0,0,0
49,MAINE ET LOIRE,99,Cholet,35180,21105,19675,1216,848,0,4728,2056,1566,6406,804,2051,0,0,0
49,MAINE ET LOIRE,246,Les Ponts-de-Cé,7664,5430,5112,273,311,0,1718,577,213,1336,182,502,0,0,0
49,MAINE ET LOIRE,267,Saint-Barthélemy-d'Anjou,6753,4531,4313,282,269,0,1507,470,195,1063,163,364,0,0,0
49,MAINE ET LOIRE,328,Saumur,19011,11425,10590,715,386,0,2660,699,619,3977,310,1224,0,0,0
49,MAINE ET LOIRE,353,Trélazé,6818,4268,4000,230,1078,0,1152,262,245,549,81,403,0,0,0
50,MANCHE,129,Cherbourg-Octeville,15351,9337,9064,0,430,2827,0,344,863,2109,1246,1114,0,0,131
50,MANCHE,147,Coutances,6340,4096,3821,0,113,493,0,400,629,1384,296,364,0,0,142
50,MANCHE,173,Equeurdreville-Hainneville,11814,7405,6985,0,460,1957,0,441,1223,662,1519,622,0,0,101
50,MANCHE,218,Granville,8813,5272,5055,0,193,904,0,482,593,1549,639,636,0,0,59
50,MANCHE,502,Saint-Lô,13715,8615,8180,0,266,1802,0,813,1027,2787,476,859,0,0,150
50,MANCHE,602,Tourlaville,10835,6637,6376,0,363,1931,0,429,887,1250,664,741,0,0,111
50,MANCHE,383,Octeville,9315,5691,5484,0,368,1505,0,290,781,957,821,687,0,0,75
51,MARNE,108,Châlons-en-Champagne,27278,16066,15335,0,2017,1917,0,1351,1598,5509,631,1978,334,0,0
51,MARNE,230,Epernay,16625,8939,8470,0,1218,1347,0,673,994,2480,557,1117,84,0,0
51,MARNE,454,Reims,94175,54427,52230,0,4634,9192,0,4512,5477,17340,2947,7662,466,0,0
51,MARNE,573,Tinqueux,6786,4187,4030,0,277,831,0,363,456,1241,303,507,52,0,0
51,MARNE,649,Vitry-le-François,9119,5411,5149,0,312,1141,0,431,478,1703,198,820,66,0,0
52,HAUTE MARNE,121,Chaumont,17631,10644,10030,0,528,1597,0,0,1522,3300,2072,1011,0,0,0
52,HAUTE MARNE,269,Langres,5768,3630,3418,0,80,1083,0,0,515,1015,244,481,0,0,0
52,HAUTE MARNE,448,Saint-Dizier,19289,10687,9995,0,1369,1249,0,0,1374,3150,572,2281,0,0,0
53,MAYENNE,62,Château-Gontier,7697,5176,4785,0,165,737,389,365,666,2162,0,301,0,0,0
53,MAYENNE,130,Laval,31783,21938,20536,0,793,5424,886,2110,1640,7866,0,1817,0,0,0
53,MAYENNE,147,Mayenne,9039,6574,6181,0,124,2759,116,416,370,2022,0,374,0,0,0
54,MEURTHE ET MOSELLE,159,Dombasle-sur-Meurthe,6790,4220,3942,0,295,1005,193,318,352,1188,0,591,0,0,0
54,MEURTHE ET MOSELLE,274,Jarville-la-Malgrange,5560,3463,3302,0,147,581,165,321,352,1171,0,565,0,0,0
54,MEURTHE ET MOSELLE,304,Laxou,9291,5199,5011,0,163,948,284,523,475,1854,0,764,0,0,0
54,MEURTHE ET MOSELLE,323,Longwy,8595,5079,4835,0,654,865,356,350,438,1387,0,785,0,0,0
54,MEURTHE ET MOSELLE,329,Lunéville,13430,8071,7623,0,484,1369,429,575,752,2589,0,1425,0,0,0
54,MEURTHE ET MOSELLE,395,Nancy,51672,30791,29762,0,1070,4610,1266,2770,2295,13773,0,3978,0,0,0
54,MEURTHE ET MOSELLE,431,Pont-à-Mousson,8989,5480,5090,0,185,1013,286,434,539,1705,0,928,0,0,0
54,MEURTHE ET MOSELLE,482,Saint-Max,7251,4585,4435,0,155,686,129,357,382,2191,0,535,0,0,0
54,MEURTHE ET MOSELLE,528,Toul,9293,5452,5183,0,197,850,279,476,515,1862,0,1004,0,0,0
54,MEURTHE ET MOSELLE,547,Vandoeuvre-lès-Nancy,17261,10031,9679,0,431,1803,732,971,936,3195,0,1611,0,0,0
54,MEURTHE ET MOSELLE,578,Villers-lès-Nancy,11059,7621,7331,0,260,1294,385,766,678,3095,0,853,0,0,0
54,MEURTHE ET MOSELLE,580,Villerupt,6982,4349,4143,0,1329,835,209,326,427,664,0,353,0,0,0
55,MEUSE,29,Bar-le-Duc,11039,7071,6704,0,330,1438,262,451,619,2957,0,647,0,0,0
55,MEUSE,545,Verdun,12562,7660,7207,0,293,873,1085,477,629,2905,0,945,0,0,0
56,MORBIHAN,7,Auray,6559,4551,4366,0,241,682,0,480,205,1601,457,589,0,111,0
56,MORBIHAN,83,Hennebont,10248,6888,6616,0,1467,1221,0,591,424,1728,423,566,0,196,0
56,MORBIHAN,98,Lanester,15952,10747,10267,0,2413,1757,0,922,884,2022,736,1171,0,362,0
56,MORBIHAN,121,Lorient,41941,25165,24107,0,1964,5516,0,2292,1828,6681,1756,3261,0,809,0
56,MORBIHAN,162,Ploemeur,11918,8076,7690,0,374,1490,0,801,647,2409,786,950,0,233,0
56,MORBIHAN,178,Pontivy,8905,6091,5729,0,464,1095,0,495,520,1951,582,480,0,142,0
56,MORBIHAN,260,Vannes,26516,18481,17905,0,606,2906,0,1824,1647,6820,1352,2293,0,457,0
57,MOSELLE,58,Behren-lès-Forbach,4779,2234,2134,0,104,345,190,272,244,354,109,516,0,0,0
57,MOSELLE,160,Creutzwald,7936,4963,4770,0,205,538,577,430,409,1015,587,1009,0,0,0
57,MOSELLE,206,Fameck,8061,5269,5082,0,277,1199,365,389,317,672,1043,820,0,0,0
57,MOSELLE,221,Florange,7051,4349,4154,0,263,545,377,376,312,654,851,776,0,0,0
57,MOSELLE,227,Forbach,13175,6955,6636,0,163,743,741,614,730,1584,560,1501,0,0,0
57,MOSELLE,240,Freyming-Merlebach,10590,6326,5940,0,205,1000,458,474,721,1512,378,1192,0,0,0
57,MOSELLE,306,Hayange,10297,5952,5646,0,701,751,413,456,418,1099,887,921,0,0,0
57,MOSELLE,332,Hombourg-Haut,6178,3671,3521,0,69,474,445,334,331,917,225,726,0,0,0
57,MOSELLE,447,Marly,7171,4803,4615,0,82,527,854,421,383,1101,551,696,0,0,0
57,MOSELLE,463,Metz,70147,40752,39356,0,1103,3333,11859,3161,2710,7143,4277,5770,0,0,0
57,MOSELLE,480,Montigny-lès-Metz,16547,10135,9603,0,301,1080,2048,917,754,1807,1258,1438,0,0,0
57,MOSELLE,491,Moyeuvre-Grande,6110,3548,3333,0,598,578,193,229,274,222,766,473,0,0,0
57,MOSELLE,591,Rombas,6402,4468,4270,0,253,879,284,330,277,221,1490,536,0,0,0
57,MOSELLE,606,Saint-Avold,11459,6648,6428,0,172,632,1179,598,566,1805,387,1089,0,0,0
57,MOSELLE,630,Sarrebourg,8518,5345,5081,0,54,317,691,456,520,1932,263,848,0,0,0
57,MOSELLE,631,Sarreguemines,16125,10389,9731,0,209,545,2640,903,949,2084,570,1831,0,0,0
57,MOSELLE,660,Stiring-Wendel,8866,4999,4724,0,150,587,507,728,502,944,306,1000,0,0,0
57,MOSELLE,672,Thionville,26331,15977,15404,0,1470,1213,1878,1358,1022,3681,2695,2087,0,0,0
57,MOSELLE,683,Uckange,4513,2634,2459,0,156,351,195,225,146,316,501,569,0,0,0
57,MOSELLE,751,Woippy,7044,4464,4237,0,211,615,570,335,340,474,734,958,0,0,0
57,MOSELLE,757,Yutz,10492,6420,6049,0,326,585,641,555,526,1114,1363,939,0,0,0
58,NIEVRE,86,Cosne-Cours-sur-Loire,8587,5564,5319,0,417,1350,0,231,382,2027,0,665,0,0,247
58,NIEVRE,194,Nevers,27283,16444,15612,0,1526,4655,0,961,1398,4925,0,1652,0,0,495
58,NIEVRE,303,Varennes-Vauzelles,7409,5071,4796,0,1364,1148,0,314,408,1039,0,366,0,0,157
59,NORD,8,Aniche,6495,4289,4098,134,1083,758,0,238,292,583,476,382,0,0,152
59,NORD,14,Anzin,8869,6023,5852,67,1228,1174,0,171,198,319,1783,846,0,0,66
59,NORD,17,Armentières,16658,11712,11148,270,930,3663,0,625,775,1953,1159,1471,0,0,302
59,NORD,33,Aulnoye-Aymeries,6746,4918,4689,110,1440,496,0,277,246,363,929,672,0,0,156
59,NORD,43,Bailleul,9273,6902,6558,124,231,1919,0,446,458,1478,1019,566,0,0,317
59,NORD,90,Bondues,7255,5245,5138,19,48,452,0,215,197,2139,1332,627,0,0,109
59,NORD,112,Bruay-sur-l'Escaut,7687,5373,5225,98,1347,528,0,225,219,307,1510,844,0,0,147
59,NORD,122,Cambrai,22325,15307,14684,238,955,2591,0,733,569,5609,1694,1883,0,0,412
59,NORD,139,Caudry,9570,6898,6512,139,692,1776,0,274,288,1265,1010,871,0,0,197
59,NORD,152,Comines,7570,4675,4482,79,709,727,0,263,241,1042,523,761,0,0,137
59,NORD,153,Condé-sur-l'Escaut,6454,4557,4399,94,531,873,0,167,244,426,1178,682,0,0,204
59,NORD,155,Coudekerque-Branche,15857,11857,11261,257,948,3639,0,697,861,2015,1001,1360,0,0,483
59,NORD,163,Croix,13537,8937,8610,132,435,1482,0,522,449,2891,928,1635,0,0,136
59,NORD,172,Denain,11230,7849,7592,149,1987,1299,0,306,316,757,1529,1095,0,0,154
59,NORD,178,Douai,25575,15953,15416,271,1683,2541,0,673,858,5648,1374,2067,0,0,301
59,NORD,179,Douchy-les-Mines,6588,4538,4371,68,1296,545,0,210,182,318,977,712,0,0,63
59,NORD,183,Dunkerque,49822,33394,32089,483,1568,10273,0,1628,1915,8442,3242,3689,0,0,849
59,NORD,205,Escaudain,5759,4060,3939,86,1355,559,0,184,155,283,783,437,0,0,97
59,NORD,220,Faches-Thumesnil,12288,8272,7884,128,489,2164,0,594,535,1492,1183,1194,0,0,105
59,NORD,249,Fourmies,9474,6298,5842,195,1113,1162,0,317,400,955,767,782,0,0,151
59,NORD,271,Grande-Synthe,13652,9239,8728,255,934,2499,0,685,865,757,823,1475,0,0,435
59,NORD,273,Gravelines,8156,6448,6109,141,350,2089,0,528,584,639,727,618,0,0,433
59,NORD,279,Halluin,11388,8446,7867,148,690,1874,0,450,606,1584,818,1541,0,0,156
59,NORD,286,Haubourdin,9049,5899,5641,137,931,1158,0,422,401,1018,651,776,0,0,147
59,NORD,291,Hautmont,9240,6355,6180,114,1047,705,0,316,271,993,773,1858,0,0,103
59,NORD,295,Hazebrouck,14610,10712,10109,289,520,2527,0,1201,706,2651,874,956,0,0,385
59,NORD,299,Hem,11851,8895,8530,224,443,1779,0,559,549,2278,935,1626,0,0,137
59,NORD,324,Jeumont,6151,4141,4022,60,272,743,0,180,191,735,910,866,0,0,65
59,NORD,368,La Madeleine,13702,8313,8048,183,475,1369,0,522,525,2757,941,1152,0,0,124
59,NORD,328,Lambersart,19867,13514,13227,161,570,2097,0,706,700,5854,1405,1563,0,0,171
59,NORD,339,Leers,7131,5016,4804,85,284,869,0,375,395,1099,646,958,0,0,93
59,NORD,350,Lille,93057,56665,54432,1185,3878,13763,0,3710,4045,12348,6439,8364,0,0,700
59,NORD,360,Loos,11530,7976,7648,180,709,2450,0,461,496,1222,737,1235,0,0,158
59,NORD,367,Lys-lez-Lannoy,8505,5910,5562,124,364,1073,0,435,462,1128,657,1236,0,0,83
59,NORD,378,Marcq-en-Baroeul,25182,16290,15930,153,898,2210,0,904,812,6780,1891,2061,0,0,221
59,NORD,383,Marly,7654,5688,5478,78,1206,561,0,202,204,390,2063,644,0,0,130
59,NORD,386,Marquette-lez-Lille,6206,3947,3809,60,366,952,0,253,255,871,411,557,0,0,84
59,NORD,392,Maubeuge,22126,13324,12861,210,1338,1945,0,592,585,1781,2865,3356,0,0,189
59,NORD,400,Merville,6348,4891,4559,123,384,1264,0,362,314,1010,427,439,0,0,236
59,NORD,410,Mons-en-Baroeul,12859,8418,8103,178,604,1857,0,660,591,1665,1012,1417,0,0,119
59,NORD,421,Mouvaux,9189,6811,6632,92,176,843,0,376,363,2642,970,1079,0,0,91
59,NORD,426,Neuville-en-Ferrain,7609,5468,5289,69,195,1002,0,339,431,1423,660,1078,0,0,92
59,NORD,447,Onnaing,6237,4287,4163,60,1379,302,0,155,157,266,1166,556,0,0,122
59,NORD,491,Raismes,9813,7380,7183,102,3418,411,0,294,225,340,1617,614,0,0,162
59,NORD,507,Ronchin,12301,8142,7772,127,498,2693,0,517,561,1156,969,1136,0,0,115
59,NORD,508,Roncq,8629,6451,6208,92,570,1064,0,343,415,1631,820,1137,0,0,136
59,NORD,512,Roubaix,42577,27145,25993,771,1608,5310,0,1508,1520,6335,2001,6583,0,0,357
59,NORD,526,Saint-Amand-les-Eaux,11421,7991,7551,80,1694,705,0,297,340,1463,1668,961,0,0,343
59,NORD,527,Saint-André-lez-Lille,6661,4644,4522,53,312,1125,0,222,227,1477,415,630,0,0,61
59,NORD,540,Saint-Pol-sur-Mer,15181,10363,9863,263,1089,3192,0,637,929,1089,823,1403,0,0,438
59,NORD,544,Saint-Saulve,7257,5198,5074,76,469,469,0,182,183,461,2570,574,0,0,90
59,NORD,560,Seclin,8171,5834,5593,122,1497,814,0,293,445,1025,586,700,0,0,111
59,NORD,569,Sin-le-Noble,11326,7178,6899,188,1745,1153,0,358,450,1347,626,797,0,0,235
59,NORD,574,Somain,8445,6069,5854,91,2408,784,0,254,317,552,806,474,0,0,168
59,NORD,599,Tourcoing,53119,35401,33973,753,1716,6620,0,1930,2353,7216,3486,9389,0,0,510
59,NORD,606,Valenciennes,23206,16347,15852,109,1680,1084,0,450,409,1523,8775,1618,0,0,204
59,NORD,616,Vieux-Condé,7686,5283,5067,92,1385,472,0,279,271,460,1174,687,0,0,247
59,NORD,9,Villeneuve-d'Ascq,35526,23922,23072,468,1494,6229,0,2077,1944,4526,3056,2843,0,0,435
59,NORD,646,Wasquehal,13138,8875,8558,113,495,1049,0,518,491,3739,792,1193,0,0,168
59,NORD,648,Wattignies,9082,6065,5857,114,303,1289,0,455,523,1379,778,918,0,0,98
59,NORD,650,Wattrelos,29404,19159,18254,561,1263,4875,0,1314,1303,2366,1632,4637,0,0,303
59,NORD,355,Lomme,18068,12280,11719,268,1087,3872,0,724,752,1652,1247,1841,0,0,276
60,OISE,57,Beauvais,30925,22946,21938,453,977,5474,0,1593,1239,8251,818,2642,0,0,491
60,OISE,141,Chantilly,7240,4459,4335,64,162,542,0,429,331,1710,87,860,0,0,150
60,OISE,159,Compiègne,21663,13910,13484,298,577,1602,0,1400,1243,5612,340,1909,0,0,503
60,OISE,175,Creil,15781,9056,8742,376,750,1891,0,730,574,1824,143,2201,0,0,253
60,OISE,176,Crépy-en-Valois,8581,6070,5737,137,1021,669,0,487,523,1541,159,963,0,0,237
60,OISE,282,Gouvieux,6274,4186,4073,60,144,426,0,428,352,1677,112,653,0,0,221
60,OISE,395,Méru,6238,4255,4124,101,376,885,0,323,237,1105,78,888,0,0,131
60,OISE,414,Montataire,6582,4367,4248,130,1771,282,0,270,240,533,55,816,0,0,151
60,OISE,463,Nogent-sur-Oise,10409,6897,6634,205,584,1091,0,612,519,1861,155,1391,0,0,216
60,OISE,471,Noyon,7509,4849,4643,137,288,475,0,335,275,1755,89,1083,0,0,206
60,OISE,509,Pont-Sainte-Maxence,5960,3962,3762,137,397,541,0,420,337,1095,101,590,0,0,144
60,OISE,612,Senlis,9158,5981,5760,131,201,599,0,602,459,2576,128,840,0,0,224
61,ORNE,1,Alençon,18117,11387,10920,0,473,2773,0,901,758,4706,362,947,0,0,0
61,ORNE,6,Argentan,10552,7361,6912,0,535,1839,0,589,507,1048,1805,589,0,0,0
61,ORNE,169,Flers,10468,7108,6709,0,494,1189,0,526,757,1918,907,918,0,0,0
61,ORNE,214,L'Aigle,5632,3815,3610,0,132,1041,0,337,233,1197,176,494,0,0,0
62,PAS DE CALAIS,14,Aire-sur-la-Lys,6983,5342,4954,0,299,1369,82,303,282,1470,335,407,0,0,407
62,PAS DE CALAIS,40,Arques,6663,4946,4625,0,265,1681,103,276,305,907,222,485,0,0,381
62,PAS DE CALAIS,41,Arras,25645,18881,18014,0,1182,4991,256,1084,1595,4054,1992,2208,0,0,652
62,PAS DE CALAIS,48,Auchel,8679,6622,6346,0,2755,902,90,252,291,874,486,494,0,0,202
62,PAS DE CALAIS,65,Avion,12012,8568,8138,0,3649,1094,107,511,584,624,423,936,0,0,210
62,PAS DE CALAIS,108,Berck,9956,7222,6718,0,384,1750,104,318,427,2024,253,563,0,0,895
62,PAS DE CALAIS,119,Béthune,19171,13415,12810,0,1107,4286,198,735,938,2830,933,1400,0,0,383
62,PAS DE CALAIS,160,Boulogne-sur-Mer,28446,17232,16495,0,1828,4158,245,1012,1134,2861,2813,1955,0,0,489
62,PAS DE CALAIS,178,Bruay-la-Buissière,19120,12756,12050,0,1628,4882,258,821,773,1455,782,1120,0,0,331
62,PAS DE CALAIS,186,Bully-les-Mines,9127,6551,6188,0,1047,1942,162,435,558,810,407,658,0,0,169
62,PAS DE CALAIS,193,Calais,49090,29684,28241,0,7057,4534,373,1637,2628,5784,2040,3002,0,0,1186
62,PAS DE CALAIS,215,Carvin,10835,7749,7424,0,2355,1129,303,471,452,1042,374,1030,0,0,268
62,PAS DE CALAIS,250,Courrières,8315,5889,5598,0,680,1648,183,423,511,616,308,1025,0,0,204
62,PAS DE CALAIS,318,Etaples,7946,5760,5445,0,503,726,93,265,280,2214,127,453,0,0,784
62,PAS DE CALAIS,413,Harnes,9292,6138,5861,0,1707,1124,115,330,380,656,331,1094,0,0,124
62,PAS DE CALAIS,427,Hénin-Beaumont,18157,12911,12292,0,1810,3594,195,762,1154,1656,909,1793,0,0,419
62,PAS DE CALAIS,667,Le Portel,6673,4718,4510,0,679,1060,95,237,271,1051,394,547,0,0,176
62,PAS DE CALAIS,498,Lens,24383,17128,16319,0,1913,5620,308,1086,1095,1994,1653,2269,0,0,381
62,PAS DE CALAIS,907,Libercourt,5565,3654,3499,0,703,836,97,178,287,463,159,721,0,0,55
62,PAS DE CALAIS,510,Liévin,22267,15552,14635,0,2020,5515,283,992,1309,1294,894,1858,0,0,470
